name,long,lat
Acanthemblemaria aspera,-80.97529,24.69315
Acanthemblemaria aspera,-82.84103,24.63534
Acanthemblemaria aspera,-83.07762,24.66143
Acanthemblemaria aspera,-82.7854,24.66105
Acanthemblemaria aspera,-82.98076,24.60658
Acanthemblemaria aspera,-83.0693,24.68209
Acanthemblemaria aspera,-83.08345,24.67692
Acanthemblemaria aspera,-81.45726,24.53375
Acanthemblemaria aspera,-82.7836,24.71859
Acanthemblemaria aspera,-82.78403,24.66321
Acanthemblemaria aspera,-81.73448,24.50928
Acanthemblemaria aspera,-82.77555,24.68187
Acanthemblemaria aspera,-82.81655,24.62562
Acanthemblemaria aspera,-82.79453,24.63847
Acanthemblemaria aspera,-82.8934,24.68494
Acanthemblemaria aspera,-81.97121,24.47007
Acanthemblemaria aspera,-80.13026,25.41392
Acanthemblemaria aspera,-83.03879,24.63638
Acanthemblemaria aspera,-82.88039,24.71996
Acanthemblemaria aspera,-82.9444,24.60776
Acanthemblemaria aspera,-82.78678,24.65265
Acanthemblemaria aspera,-81.86003,24.45662
Acanthemblemaria aspera,-80.94303,24.67647
Acanthemblemaria aspera,-80.96508,24.70071
Acanthemblemaria aspera,-81.71086,24.49112
Acanthemblemaria aspera,-83.10303,24.65014
Acanthemblemaria aspera,-83.10295,24.63482
Acanthemblemaria aspera,-83.08527,24.65601
Acanthemblemaria aspera,-83.05567,24.67876
Acanthemblemaria aspera,-81.8813,24.4546
Acanthemblemaria aspera,-81.03296,24.64883
Acanthemblemaria aspera,-82.88831,24.71864
Acanthemblemaria aspera,-83.07606,24.66284
Acanthemblemaria aspera,-83.05252,24.70538
Acanthemblemaria aspera,-82.92491,24.69669
Acanthemblemaria aspera,-82.77591,24.70857
Acanthemblemaria aspera,-81.70963,24.48652
Acanthemblemaria aspera,-82.84115,24.63536
Acanthemblemaria aspera,-83.06023,24.68772
Acanthemblemaria aspera,-83.07355,24.66551
Acanthemblemaria aspera,-81.03304,24.6484
Acanthemblemaria aspera,-83.09949,24.62398
Acanthemblemaria aspera,-80.13065,25.40481
Acanthemblemaria aspera,-82.83601,24.63876
Acanthemblemaria aspera,-83.05567,24.67876
Acanthemblemaria aspera,-83.02135,24.64127
Acanthemblemaria aspera,-81.04678,24.64462
Acanthemblemaria aspera,-81.98692,24.46417
Acanthemblemaria aspera,-81.918,24.44675
Acanthemblemaria aspera,-83.07355,24.66551
Acanthemblemaria aspera,-82.83606,24.63377
Acanthemblemaria aspera,-81.67649,24.49321
Acanthemblemaria aspera,-81.7169,24.47919
Acanthemblemaria aspera,-83.03464,24.6545
Acanthemblemaria aspera,-82.83003,24.62219
Acanthemblemaria aspera,-83.10296,24.64601
Acanthemblemaria aspera,-81.92799,24.44499
Acanthemblemaria aspera,-83.05277,24.70534
Acanthemblemaria aspera,-81.75434,24.5052
Acanthemblemaria aspera,-81.98939,24.46544
Acanthemblemaria aspera,-82.98779,24.59948
Acanthemblemaria aspera,-81.87793,24.45894
Acanthemblemaria aspera,-82.92753,24.67066
Acanthemblemaria aspera,-82.78795,24.65237
Acanthemblemaria aspera,-81.40156,24.59791
Acanthemblemaria aspera,-80.96407,24.6672
Acanthemblemaria aspera,-83.08631,24.65168
Acanthemblemaria aspera,-81.90471,24.44764
Acanthemblemaria aspera,-83.08521,24.6521
Acanthemblemaria aspera,-81.85971,24.45667
Acanthemblemaria aspera,-83.08345,24.67692
Acanthemblemaria aspera,-81.69966,24.48303
Acanthemblemaria aspera,-83.04266,24.70195
Acanthemblemaria aspera,-83.03338,24.65269
Acanthemblemaria aspera,-80.13032,25.41398
Acanthemblemaria aspera,-83.03464,24.6545
Acanthemblemaria aspera,-82.77866,24.72774
Acanthemblemaria aspera,-82.9448,24.60457
Acanthemblemaria aspera,-82.97454,24.57847
Acanthemblemaria aspera,-83.08521,24.6521
Acanthemblemaria aspera,-81.83918,24.46389
Acanthemblemaria aspera,-80.15645,25.41658
Acanthemblemaria aspera,-81.47133,24.54003
Acanthemblemaria aspera,-82.81645,24.62587
Acanthemblemaria aspera,-82.77555,24.68187
Acanthemblemaria aspera,-80.96475,24.70082
Acanthemblemaria aspera,-81.98917,24.46591
Acanthemblemaria aspera,-82.95677,24.58943
Acanthemblemaria aspera,-82.81462,24.63926
Acanthemblemaria aspera,-81.87688,24.46018
Acanthemblemaria aspera,-83.10207,24.64966
Acanthemblemaria aspera,-81.44388,24.58481
Acanthemblemaria aspera,-83.04844,24.69527
Acanthemblemaria aspera,-82.96213,24.59534
Acanthemblemaria aspera,-80.13268,25.40925
Acanthemblemaria aspera,-82.88503,24.6875
Acanthemblemaria aspera,-83.03559,24.63598
Acanthemblemaria aspera,-83.04774,24.70403
Acanthemblemaria aspera,-83.09976,24.6261
Acanthemblemaria aspera,-82.78644,24.6484
Acanthemblemaria aspera,-81.70874,24.50683
Acanthemblemaria aspera,-80.12874,25.40026
Acanthemblemaria aspera,-81.97166,24.44673
Acanthemblemaria aspera,-80.14474,25.41643
Acanthemblemaria aspera,-82.80365,24.63545
Acanthemblemaria aspera,-83.02104,24.64002
Acanthemblemaria aspera,-82.7854,24.66105
Acanthemblemaria aspera,-82.93718,24.66093
Acanthemblemaria aspera,-81.06351,24.63812
Acanthemblemaria aspera,-82.78328,24.69888
Acanthemblemaria aspera,-82.89794,24.68425
Acanthemblemaria aspera,-83.06887,24.66428
Acanthemblemaria aspera,-81.87274,24.47007
Acanthemblemaria aspera,-83.03769,24.61323
Acanthemblemaria aspera,-80.14877,25.40219
Acanthemblemaria aspera,-81.90956,24.43607
Acanthemblemaria aspera,-81.75446,24.5051
Acanthemblemaria aspera,-81.87936,24.4526
Acanthemblemaria aspera,-83.10303,24.65014
Acanthemblemaria aspera,-83.06112,24.69183
Acanthemblemaria aspera,-83.04772,24.70398
Acanthemblemaria aspera,-83.03539,24.70195
Acanthemblemaria aspera,-81.44384,24.58472
Acanthemblemaria aspera,-83.02135,24.64127
Acanthemblemaria aspera,-81.47153,24.53984
Acanthemblemaria aspera,-83.08386,24.67505
Acanthemblemaria aspera,-81.95008,24.44697
Acanthemblemaria aspera,-82.79028,24.64215
Acanthemblemaria aspera,-82.79508,24.63506
Acanthemblemaria aspera,-82.78403,24.66321
Acanthemblemaria aspera,-82.97288,24.5781
Acanthemblemaria aspera,-82.81892,24.64112
Acanthemblemaria aspera,-80.13059,25.40491
Acanthemblemaria aspera,-82.8261,24.62688
Acanthemblemaria aspera,-82.78366,24.70839
Acanthemblemaria aspera,-82.98082,24.60668
Acanthemblemaria aspera,-81.71171,24.48073
Acanthemblemaria aspera,-81.70899,24.50696
Acanthemblemaria aspera,-83.07414,24.68317
Acanthemblemaria aspera,-83.03725,24.61055
Acanthemblemaria aspera,-81.70895,24.50851
Acanthemblemaria aspera,-81.8799,24.45188
