long,lat
-82.74628,37.77591
-88.9949,36.9372
-83.66641,36.7999
-87.89844,37.34029
-84.2552,37.53705
-84.1989,37.89508
-83.9311,38.45795
-85.0016,38.44148
-87.02245,36.89478
-86.98705,37.05575
-83.83695,38.51465
-83.80266,38.63454
-84.28714,37.57039
-83.25562,37.37814
-82.69576,37.26532
-82.64877,38.42968
-82.43635,37.83777
-84.33998,36.66257
-83.32354,38.56277
-82.83425,38.02825
-83.81139,37.82708
-84.588,38.528
-83.0452,36.9265
-82.83278,38.02653
-87.96917,37.75972
-88.15556,36.82806
-87.89472,36.75139
-83.95846,37.0787
-83.9769,37.06226
-87.52757,37.29395
-87.344,37.6095
-83.85683,36.67311
-83.89224,37.49582
-83.46259,38.05703
-84.67017,38.90649
-84.10435,37.75745
-86.45915,36.68937
-83.08006,37.81144
-87.01657,37.64966
-84.50035,37.55156
-82.48093,37.42701
-84.94009,38.12912
-82.5183,37.47975
-82.73412,38.1078
-86.11702,37.96027
-84.79574,39.08002
-84.90234,37.97699
-87.93167,36.8216
-82.69125,38.06181
-83.41507,38.2592
-83.42429,36.83193
-83.56467,37.00633
-86.93743,37.65522
-82.51773,38.31738
-86.05289,37.51867
-90.8493,30.1878
-93.9467,32.7817
-92.3104,31.6825
-92.37835,31.3799
-92.4976,31.1375
-92.4054,31.3058
-92.40895,32.8057
-93.2512,31.1458
-92.3309,31.4871
-93.0887,31.6498
-92.2508,31.4676
-92.3495,31.3904
-91.01565,30.49905
-93.2952,31.14195
-92.6221,30.2576
-93.50845,31.5831
-92.914,32.0199
-93.45,32.895
-91.14448,32.0131
-92.46844,31.40304
-91.76733,30.74715
-90.593,29.5385
-71.9023,42.6688
-71.58914,42.01496
-70.95906,41.74419
-71.42092,42.09091
-73.21289,42.7396
-76.82731,39.08414
-76.34047,39.67183
-84.58583,43.74
-82.53083,43.26806
-84.42722,43.59611
-87.73236,46.61183
-84.2114,43.79834
-83.60472,42.30472
-84.66833,43.5975
-85.60028,42.39472
-85.34194,43.235
-84.7602,44.4355
-86.16861,42.86361
-83.18583,43.41444
-83.27139,43.94111
-87.42407,46.47182
-84.35389,41.93
-83.92834,43.92736
-83.58,42.40611
-85.82096,44.51436
-85.05965,42.323
-84.05358,44.36434
-84.7802,41.9773
-84.72922,44.29188
-88.16701,46.5244
-87.98718,46.01398
-87.48289,46.09045
-84.87524,45.91515
-87.3289,45.9642
-84.7378,42.3125
-85.95865,46.34575
-85.589,46.56725
-84.40335,44.41835
-85.41,43.21
-86.5228,46.3126
-84.04025,42.68505
-84.71,44.7
-88.28403,46.56913
-85.97613,46.18968
-86.1437,45.964
-85.86292,44.62845
-84.425,45.1475
-84.12485,44.76
-83.845,44.565
-84.6,44.17335
-84.06493,44.5256
-84.355,43.87
-85.12935,43.45135
-84.9825,43.1095
-84.165,44.94835
-84.0415,44.59665
-84.91665,46.37165
-85.00165,44.76665
-84.605,45.35665
-84.22701,42.068
-83.85985,45.40985
-85.075,44.525
-86.10172,44.22671
-85,45
-87.46171,46.60424
-86.21193,46.19183
-84.2995,41.871
-86.4565,43.674
-83.4885,45.351
-85.2165,44.1305
-85.92196,44.0559
-85.6885,42.225
-83.89001,44.2725
-86.19037,44.38367
-85.51546,44.50587
-89.91997,46.3018
-84.88741,43.38621
-92.36145,43.80075
-93.02428,47.27147
-92.53,47.5754
-93.06226,45.1836
-95.11484,46.50385
-94.98708,47.43842
-93.25262,47.52522
-93,47.5
-92.01759,47.4284
-94.27725,45.8
-92.92708,47.83334
-91.432,37.8597
-92.97639,38.04414
-91.6533,39.8397
-91.2,36.6
-91.09014,39.29007
-91.093,39.3735
-92.20055,37.82861
-93.5577,38.0944
-93.8794,37.9939
-90.0329,37.8602
-90.7517,38.039
-90.675,38.655
-93.13545,37.07354
-93.71506,37.11433
-92.59781,38.81124
-92.173,37.714
-92.425,36.615
-93.4303,37.0968
-92.8254,38.3085
-91.6253,38.28
-92.9282,39.7557
-92.411,38.305
-93.614,37.3317
-93.8232,36.8133
-91.96238,38.62
-90.52987,38.69428
-93.894,37.117
-90.9525,36.66708
-93.65774,36.67065
-89.67815,36.00565
-90.39488,38.22635
-94.856,39.859
-89.6075,37.286
-92.762200000000007,36.94109
-93.684,37.664
-89.55949,37.236
-93.82087,37.87153
-90.53249,38.73802
-92.09264,36.97061
-90.79886,37.79465
-89.98725,36.06055
-91.16042,38.2081
-92.36771,38.9099
-89.86899,36.87593
-94.52888,37.03575
-90.66216,38.21285
-94.60989,36.51627
-92.07335,38.56724
-92.3046,36.8109
-94.16049,39.04035
-94.11218,37.85524
-94.6028,37.84203
-91.3012,37.39315
-90.23058,37.40025
-92.11988,37.02496
-93.14626,36.39835
-94.19245,38.5229
-94.59565,39.30745
-94.1057,38.5992
-93.29459,36.66887
-94.02478,40.39956
-94.40015,39.60238
-90.83465,37.30427
-94.22043,38.99353
-92.32704,38.93704
-94.29428,39.502
-91.578,37.422
-94.271,39.2475
-90.71574,31.1603
-89.59135,33.10925
-89.6111,30.2464
-88.74805,32.3372
-88.40335,33.50025
-89.845,34.31605
-88.7496,32.2714
-89.0338,30.97675
-90.8022,33.56555
-91.08505,31.39275
-88.864,32.1806
-88.19894,34.60905
-88.77015,32.036
-90.19371,32.40191
-111.125,45.22417
-113.1236,48.36139
-112.7031,47.04333
-111.8861,46.76472
-113.8381,46.97694
-110.3308,46.01833
-104.1922,47.70667
-110.8069,45.66722
-112.702,46.83285
-111.9094,47.12806
-115.3903,47.62167
-114.0717,47.06032
-113.1198,46.02962
-106.8331,45.0262
-114.0125,45.82285
-112.4554,45.9754
-108.6873,47.66724
-110.7781,46.76389
-112.9707,45.3705
-77.2914,34.6894
-82.443,35.33975
-83.28265,35.2483
-76.29115,36.3715
-80.26915,35.2256
-80.7704,36.09945
-78.4048,35.5311
-78.63611,35.18637
-78.09365,36.21335
-80.6282,35.91965
-79.03025,36.31625
-80.0616,35.4449
-77.50434,34.53784
-81.5917,35.6267
-82.829,35.892
-76.946,35.998
-82.287,35.451
-82.321,35.618
-79.75644,35.30773
-80.375,35.75
-77.23759,34.40434
-77.90525,36.0089
-81.30889,36.31126
-81.92929,35.88561
-79.21278,35.18083
-82.05008,35.85107
-82.22121,35.75278
-77.53445,34.50917
-82.56715,35.41939
-81.03185,35.94647
-77.85507,34.78052
-79.267080000000007,34.5287
-101.3166,48.25422
-102.701,47.72964
-101.8886,47.71188
-96.7432,40.1399
-97.97573,42.76609
-96.6824,40.84792
-95.88,41.134
-95.92,41.238
-98.22576,41.55099
-100.5501,42.87331
-103.398,42.5893
-72.33093,43.41549
-74.4611,40.478
-74.6215,40.7446
-74.2918,40.8959
-74.321,41.08335
-74.68135,40.16465
-74.3249,40.9934
-74.3749,39.7962
-74.43445,39.60835
-74.59959,41.14652
-74.85561,40.8192
-74.72261,40.18478
-74.57013,41.01941
-74.80315,41.13498
-75.38251,39.70852
-74.36187,39.98216
-105.7395,33.27735
-108.87,36.126
-106.8803,35.98475
-105.7947,33.15405
-108.8676,35.63736
-104.4801,36.9934
-107.3956,36.72065
-107.6021,36.7474
-109.0612,36.39135
-108.7608,36.81315
-107.9978,35.58565
-108.892,36.08089
-105.9678,36.65339
-108.2034,35.37201
-108.84,36.0605
-105.2526,35.52162
-119.6564,39.29056
-119.6665,39.679
-119.8458,39.00056
-118.325,37.8583
-77.4028,42.6153
-75.0116,42.36176
-75.64853,42.1174
-74.14589,44.26646
-78.23962,43.34806
-77.93121,42.09785
-73.7171,41.5036
-75.3811,42.32921
-78.54224,43.19501
-78.82683,42.15947
-77.60525,42.28045
-74.8865,42.56379
-78.3253,43.22649
-73.87915,41.94512
-76.89331,43.27314
-73.55858,41.87219
-74.23166,43.46181
-81.11642,40.98596
-81.27132,39.88653
-82.36887,39.58157
-84.18491,40.24354
-83.02854,40.15002
-80.88494,41.72134
-80.77387,40.36957
-82.69884,40.38609
-83.95184,39.92104
-83.94906,39.85461
-83.96562,39.86096
-83.96123,39.89216
-81.25768,40.77789
-82.29162,39.78594
-80.58332,40.70386
-81.35575,40.74065
-84.38103,41.2625
-81.51749,40.27488
-81.73172,39.40877
-81.33974,41.39803
-82.80257,40.4764
-81.3726,41.47349
-83.39134,38.73687
-84.06565,40.73412
-82.32803,40.82327
-82.23988,40.59935
-81.30896,41.30265
-82.54968,38.79833
-82.55177,38.79381
-82.52238,39.39935
-81.54855,39.46019
-83.28128,38.83859
-80.93665,41.81835
-82.24257,39.45789
-80.55217,40.76533
-80.57164,40.6807
-81.85331,39.28537
-81.51075,40.67979
-84.09158,39.74961
-84.54476,41.34728
-83.00142,39.89203
-81.63656,40.17699
-84.79429,39.37509
-84.80138,39.37215
-81.1438,41.7164
-83.6118,40.6445
-81.1351,41.5325
-80.58163,41.81902
-80.6937,40.39103
-80.78826,40.2831
-82.67252,40.00915
-80.9835,41.1174
-83.26393,39.17257
-84.62567,39.70042
-82.48699,40.61236
-83.12873,38.83628
-81.0758,40.74451
-80.76735,41.36755
-81.67339,39.38745
-81.19895,40.75872
-82.93085,38.79215
-81.62379,41.23638
-83.5556,40.04792
-82.26236,40.60787
-83.0363,39.10611
-82.97854,38.74899
-82.1013,39.64193
-82.0101,41.03
-80.57593,40.68935
-81.98721,39.90416
-84.45905,39.49695
-80.64831,40.77972
-82.29486,40.85035
-81.65929,39.3731
-83.11422,39.49265
-81.39101,39.54739
-81.17155,41.13356
-82.44401,40.92276
-81.4311,41.10765
-84.21719,40.80725
-84.14493,39.89172
-82.2244,39.4484
-83.13585,39.20212
-82.70263,39.74107
-82.66616,38.54852
-81.96419,41.06648
-82.47604,39.17029
-82.41166,39.14299
-81.69818,40.08946
-82.28814,40.05998
-82.32669,39.48219
-81.15622,40.7343
-83.9374,40.6559
-81.26217,40.54605
-81.77677,41.02572
-81.79669,41.06019
-80.6616,40.42591
-81.20629,41.44442
-82.82576,40.46339
-80.89096,41.42579
-81.5117,40.1218
-81.61014,39.92781
-82.82214,40.5896
-83.51394,39.96627
-81.81317,41.12012
-81.22075,41.57231
-83.0556,40.26494
-82.87663,40.50945
-82.71107,38.60551
-81.18352,40.71737
-83.0337,40.08159
-81.5745,41.29621
-80.51186,41.05304
-81.56232,40.10801
-81.56255,41.2584
-83.80582,38.81772
-84.36874,39.63662
-80.77592,41.09087
-81.32809,40.36831
-80.97507,40.95818
-81.1124,41.15384
-82.14285,38.9264
-81.39331,40.47672
-80.95952,41.81287
-81.60576,41.23739
-81.58699,40.28488
-80.53528,40.63606
-84.04518,40.04342
-82.17295,40.61286
-81.22853,41.5621
-81.50933,40.10348
-81.31219,40.79438
-81.07013,40.01983
-84.17227,39.13595
-80.93318,40.01784
-82.11172,41.40985
-80.84042,40.92344
-83.05098,41.29247
-96.30222,34.29861
-95.70208,35.70166
-96.75361,33.89444
-97.479,35.74111
-95.01167,34.39639
-94.65639,34.44333
-98.31556,34.9575
-94.84861,34.61361
-94.70667,34.78833
-96.972,34.495
-94.83,35.92806
-97.1225,36.02306
-98.575,35.50556
-96.66528,34.86111
-98.34056,35.10278
-97.45694,35.64389
-97.03333,35.97389
-94.55944,34.59583
-95.80417,36.91528
-96.968,35.86972
-95.97,35.27056
-98.13028,35.33389
-95.62278,34.11306
-96.60222,35.26808
-95.74556,36.18889
-97.33528,35.27639
-97.21555,35.42014
-94.7325,34.689
-95.60667,35.7575
-95.26167,34.92333
-97.5625,35.24194
-99.1702,35.3011
-97.07361,33.82444
-98.62833,34.62944
-95.65417,34.81417
-97.00389,35.68583
-95.97023,35.36895
-96.21,34.25
-94.68028,34.36778
-95.94727,35.2933
-96.12164,36.62116
-96.36707,36.03501
-96.63857,34.21174
-98.61497,34.76134
-94.78227,36.4168
-95.79677,36.13222
-94.38045,34.4082
