long,lat
-94.66875,35.0271
-98.99414,34.38638
-121.9123,45.65125
-123.3471,45.63606
-122.8889,45.63893
-123.7027,45.06215
-123.3604,44.55505
-122.3876,45.4237
-121.9524,44.27795
-123.5469,45.5891
-118.2742,45.3233
-123.3768,45.59669
-122.533,45.12545
-117.991,45.84175
-124.2,40.1
-118.0811,45.99215
-118.9491,44.39104
-118.42,45.5
-124.53,42.82
-122.9903,45.48204
-123.866,45.75449
-122.6397,44.8633
-124.3,42.07
-124.3,42.08
-121.5835,45.3725
-123.175,43.225
-123.875,43.54165
-121.9139,45.33175
-122.1884,45.55364
-123.3833,42.375
-122.4163,45.3894
-123.449,42.39031
-122.0505,44.23861
-123.4166,44.58335
-121.8735,45.63923
-118.875,45.46571
-123.975,44.19167
-121.726,44.42565
-118.1253,45.9957
-121.4755,44.2157
-121.8955,43.5705
-122.1,43.6165
-123.694,45.0608
-118.415,44.825
-122.4888,45.0837
-122.3352,45.5145
-122.1629,42.8673
-123.1611,43.3029
-123.6416,42.24165
-124.0598,43.2547
-122.475,42.6
-121.6796,45.274
-122.1814,43.3622
-122.0802,43.08929
-123.311,43.5251
-118.3692,44.9723
-121.1537,44.8464
-117.2022,45.0018
-118.6016,45.5789
-123.9513,46.19945
-124.1214,43.9311
-123.5381,42.1533
-124.0133,46.2262
-122.095,44.7679
-121.6384,44.56625
-123.4034,42.354
-122.1954,43.31815
-121.9165,45.33
-123.972,45.145
-124.2148,42.28445
-122.585,44.915
-118.5654,45.6605
-123.5585,43.2073
-123.2725,42.02106
-123.6956,45.06881
-121.8388,45.31061
-121.9584,45.0295
-122.2347,44.95023
-123.6216,42.16024
-121.7084,45.8417
-122.1322,44.40946
-121.9104,43.48257
-124.43,43
-118.0883,45.43806
-77.8768,41.7655
-78.65621,41.9548
-79.56702,40.05148
-78.42314,40.97015
-79.8765,40.357
-80.54177,41.91826
-76.804,41.4065
-77.27178,39.76366
-79.9167,40.5833
-78.377,41.01865
-79.6575,40.5258
-80.0107,40.6166
-79.7668,40.5278
-75.06665,40.4225
-80.25475,40.52825
-75.37814,40.37726
-79.16817,40.32247
-75.205,41.115
-78.5826,41.12782
-78.66863,41.97226
-74.53322,41.02176
-74.85745,40.1316
-80.26563,41.21365
-80.50751,41.05
-78.87955,41.51954
-75.327,40.8495
-71.5,41.45
-71.65183,41.432
-71.6568,41.98067
-79.65835,36.86345
-80.3891,34.59
-78.9211,33.72
-81.61264,32.98597
-83.11639,34.65375
-80.156,33.007
-80.074,34.374
-82.38998,34.52414
-80.316,33.096
-81.359,33.245
-79.1246,34.08725
-81.70052,34.53654
-82.56786,34.45025
-81.56005,34.9533
-102.3971,43.35851
-101.7312,43.4471
-103.4966,43.89875
-99.1903,43.37663
-84.28315,35.2597
-89.63499,35.537
-86.465,35.11417
-89.48666,36.09583
-87.19556,35.20416
-87.25375,35.94
-84.3046,35.1013
-86.5101,35.988
-84.0475,35.5559
-87.38542,36.12318
-84.48414,35.18597
-84.0458,35.3538
-86.7074,35.6753
-83.53575,35.68449
-86.46987,35.10615
-87.4769,36.1124
-83.3032,35.4745
-89.25397,36.26451
-86.60155,36.30155
-86.5104,36.5802
-84.66167,36.19746
-86.15759,36.25466
-84.88466,35.97231
-85.07263,35.30146
-82.38587,36.15588
-98.03333,32.7
-100.5,36
-95.32,32.13972
-94.76362,31.30853
-97.5,32.15
-95.5425,32.7943
-95.37666,30.75
-95.52722,30.61667
-94.86958,32.58125
-97.8375,33.29083
-95.01264,31.90791
-97.04361,33.48028
-94.3,32.68
-95.48833,31.35833
-98.055,31.11611
-95.60834,30.23333
-102.6922,31.27278
-94.89778,30.73861
-95.06667,33.67056
-95.16028,33.64555
-94.63458,31.91708
-99.18778,33.16972
-95.58334,30.52361
-95.76861,33.48
-95.80556,32.57306
-94.965,32.27444
-103.7439,30.77722
-98.35,33.13333
-95.19722,33.845
-94.59222,32.68945
-95.8775,33.46333
-97.54944,32.17194
-94.90528,32.35306
-94.41528,30.775
-95.82056,33.26222
-96.10222,32.94722
-94.37444,32.04361
-102.3881,31.06278
-96.00306,33.19944
-94.7375,32.33528
-96.84806,33.69
-95.83639,33.82083
-100.4161,31.45417
-95.90694,33.61666
-96.78917,33.71472
-94.35722,33.28333
-94.16666,32.8
-95.27361,33.66666
-94.2,32.62194
-94.52,32.62389
-94.15,32.58333
-95.61056,32.69028
-94.85,30.26667
-98.08611,30.38667
-94.2,32.05806
-94.79333,30.26861
-94.82,30.10305
-94.86667,30.08333
-94.9,32.51667
-94.25694,33.07639
-94.83334,29.88528
-95.09167,30.475
-96.29222,29.17805
-96.25,29.38333
-96.71,29.02611
-101.3903,32.24083
-93.61667,30.72028
-95.21667,32.18333
-97.83334,32.78611
-94.86667,30.41667
-94.68333,32.01667
-94.72334,33.03333
-95.6,32.16139
-94.14306,32.01083
-94.85,30.01667
-96.01666,28.97944
-95.63,30.6
-95.00833,30.40833
-93.94,30.41667
-95.3,30.63333
-95.32,30.31667
-98.09234,32.04417
-94.70139,30.71139
-94.32139,33.09625
-95.28653,30.3343
-97.05903,33.77528
-94.47903,31.0232
-93.972,30.83315
-93.7,30.8
-98.3298,32.8269
-95.6669,31.6212
-95.46671,32.85232
-95.23958,33.36867
-95.59745,31.1683
-93.8117,30.12615
-101.667,34.93243
-98.68465,29.56835
-95.37101,31.82347
-95.10654,30.302
-94.45095,31.2371
-96.12524,31.93425
-95.12381,30.43703
-96.63,32.375
-96.66,32.36
-95.17966,30.31363
-95.35257,32.19202
-97.61,32.675
-95.12872,32.24271
-97.77225,29.32862
-98.15854,29.52533
-98.225,33.675
-97.2836,30.40335
-98.325,33.275
-100.6767,35.93985
-95.38226,31.55668
-95.48672,32.31565
-94.95061,31.86794
-97.67403,30.51559
-111.3481,37.8058
-111.6992,40.3857
-110.9315,40.028
-111.75,41.5
-109.9,40.5
-112.35,38.225
-111.4988,41.43135
-112.5,38
-111.5447,40.0445
-111.5281,41.5343
-111.0837,40.92128
-109.5143,40.86765
-113.7382,37.182
-112.0179,41.7086
-111.5333,41.96181
-111.8038,40.91689
-77.36115,38.52019
-79.77946,38.05408
-80.82856,37.29854
-78.53718,38.36911
-80.38748,37.027589999999996
-81.09017,37.22647
-80.13276,37.2423
-76.6658,37.72693
-77.97089,38.02516
-78.55758,36.63931
-79.052,37.585
-79.82829,37.06266
-77.6257,37.44378
-80.98215,36.74465
-79.57,37.54
-80.5378,37.3557
-77.23238,38.741
-80.48,36.745
-78.33453,38.73048
-77.90815,37.047
-78.6205,38.9766
-77.34673,38.48342
-79.36079,36.5587
-77.67422,39.14588
-81.48593,36.62492
-77.354,37.248
-78.20517,38.98773
-78.48832,38.90323
-79.55045,37.38661
-80.6585,35.8525
-80.3755,36.9846
-72.7051,43.4654
-122.6228,46.05333
-121.2802,47.3178
-122.3003,47.0274
-121.5478,46.295
-117.7619,48.65528
-124.7312,48.1609
-122.4089,45.8581
-117.9458,46.37944
-117.9592,46.48917
-123.1175,46.1903
-122.9179,47.7079
-123.3893,46.9782
-121.4142,47.425
-123.5894,47.33694
-123.8886,47.2475
-121.5708,45.81611
-122.0111,47.8925
-123.8793,46.7818
-123.3769,47.9261
-117.8106,48.78389
-123.8792,47.41306
-123.4822,47.0033
-121.9258,47.2831
-122.1806,47.29944
-121.7713,47.1826
-122.3454,47.5279
-122.7063,47.7613
-121.2303,45.75806
-123.0966,47.1305
-123.3261,48.0985
-121.9572,48.0028
-122.8858,47.27667
-117.4214,48.75528
-117.4161,48.74111
-117.3347,48.65083
-122.6869,46.94913
-121.4642,47.01278
-122.782,47.3704
-122.6869,46.94917
-122.1767,46.71833
-122.2778,48.36861
-122.0144,45.66194
-122.1379,46.385
-122.2083,46.27583
-122.1572,46.15194
-122.0194,45.62778
-122.2375,45.74639
-121.9425,48.2475
-122.0958,48.11556
-121.3819,48.1472
-122.0447,47.9817
-121.6647,47.7853
-122.4133,46.803
-122.7669,46.985
-122.1694,46.9974
-120.6694,46.71444
-121.0939,46.97944
-120.8681,46.24639
-121.7753,45.69833
-121.6769,48.21167
-123.82,47.93722
-122.1852,47.1772
-122.1833,47.2416
-122.1656,48.8178
-122.2963,46.5672
-122.2739,46.55861
-122.2988,46.5579
-122.2825,47.4549
-121.7692,48.1278
-120.1211,48.36361
-119.3172,46.23361
-122.4369,46.61583
-121.3314,48.2681
-120.2955,47.35305
-118.0711,46.03944
-118.0519,46.0675
-122.382,46.9382
-123.6288,46.9705
-119.7084,48.95835
-122.5322,45.7811
-121.3055,46.0722
-121.2543,48.5149
-121.2309,47.3338
-121.5863,46.67111
-122.69,46.96515
-122.1652,46.766
-121.51,47.0466
-121.6738,48.86
-122.4988,46.3261
-121.9008,47.6068
-123.1875,46.1911
-122.5855,46.3758
-122.1983,46.7002
-121.5344,47.0183
-121.3114,47.6181
-122.9627,46.6622
-121.9063,45.8083
-122.028,46.3105
-121.745,48.53944
-121.9658,47.288
-122.4275,46.5347
-123.2135,47.8306
-121.6279,47.0019
-121.5867,46.67389
-121.5863,46.6711
-120.9855,45.9358
-122.2156,48.76075
-123.5439,46.33425
-117.2776,48.83558
-122.7919,47.94056
-120.4474,46.4984
-123.6081,46.35639
-122.3985,45.8331
-123.8763,47.4259
-121.0909,46.80505
-123.2022,47.4028
-121.6352,47.8573
-122.8294,46.0471
-117.9793,46.0573
-122.5344,47.763
-124.072,46.81045
-122.2187,47.39
-121.9256,46.3105
-122.4076,45.8911
-121.8943,47.87725
-122.2356,47.0958
-122.4078,48.68985
-121.95,46.05
-117.3606,47.62769
-121.5287,47.485
-121.6009,43.74251
-122.2917,47.18556
-120.0745,48.321
-122.54,47.79
-122.8833,47.28069
-123.8161,46.98621
-121.8668,48.35552
-122.2339,45.74715
-122.3055,47.14385
-123.9718,47.3631
-121.9749,47.7393
-120.7772,48.19923
-122.4966,47.74897
-119.187,48.32956
-122.3076,46.84565
-122.3219,47.45411
-122.0282,47.01562
-119.7085,48.9588
-122.645,48.39936
-123.3749,46.60207
-123.2902,47.00625
-120.6599,48.31199
-122.3045,46.52352
-121.5763,46.67816
-123.2182,47.49865
-123.1742,46.98278
-122.1183,46.75468
-122.3234,47.4506
-123.8343,47.50319
-122.1979,47.75034
-121.7666,47.43534
-123.8165,46.4205
-121.6548,47.48176
-121.25,46.85
-123.7727,46.94102
-121.9418,47.13485
-121.1859,47.70178
-122.3431,46.2965
-121.7427,47.57576
-122.2719,46.84748
-122.3898,45.90052
-122.215,48.308
-121.6962,48.32675
-122.2214,47.17295
-121.5298,47.12045
-122.4331,46.88234
-122.7746,46.63477
-121.6314,45.96112
-123.3678,48.08955
-122.5958,47.10637
-122.2638,48.92928
-122.7515,46.78571
-124.3863,47.94001
-121.4813,45.86883
-121.6708,48.03114
-122.202,46.53686
-123.7194,47.08824
-122.4212,47.05072
-121.429,48.05305
-122.5368,47.09762
-122.2763,48.10255
-122.1375,48.11308
-122.911,48.00503
-122.528,47.78212
-121.9883,45.63921
-122.3482,47.064
-124.0556,47.0562
-121.9995,48.93228
-121.8135,48.09853
-121.9557,46.77641
-120.9783,47.1902
-123.3212,47.41184
-118.4262,48.6254
-119.8345,48.57028
-117.5429,48.03062
-122.741,47.34805
-122.4428,47.07405
-118.609,48.93221
-121.8326,46.43362
-120.8206,47.77559
-121.0161,47.20113
-124.195,47.82243
-121.4105,48.52395
-118.1611,47.96136
-88.51969,44.8491
-91.71295,45.5
-90.0411,44.6543
-89.6965,45.89832
-88.16359,45.33418
-90.51659,45.78177
-89.67523,45.22849
-88.7829,45.56326
-90.51145,45.7743
-89.16425,45.5051
-90.444,45.775
-92.4573,45.1097
-90.7221,44.3801
-89.9905,45.0902
-91.3171,44.4049
-91.49319,46.10445
-90.42001,45.73271
-87.73608,45.02046
-92.03925,44.75668
-88.03413,45.64867
-90.43515,45.672
-87.9604,45.3865
-91.59938,45.58858
-89.08323,45.05855
-89.3179,43.0625
-87.6779,45.15
-88.0896,45.64585
-92.12408,45.63061
-80.37878,39.52122
-80.11329,39.54114
-79.3434,38.87813
-79.42547,38.95242
-82.59822,38.12764
-80.60419,38.32548
-81.16211,39.21833
-79.43762,39.0417
-80.68192,40.1333
-81.85806,39.01972
-80.7582,37.6541
-80.03149,38.6685
-81.29745,37.58135
-77.9407,39.5392
-79.5375,39.6995
-81.70641,38.2128
-82.59348,38.35727
-78.49429,39.5226
-79.95418,39.03496
-81.1271,37.32091
-80.01335,37.5313
-79.3762,38.835
-80.51374,38.33109
-79.3686,38.835
-79.47325,38.8926
-79.4016,38.8409
-80.64685,37.50965
-78.94501,39.335
-81.5722,38.2383
-81.095,37.7
-79.01405,39.26188
-80.9075,37.7929
-80.3616,37.9937
-80.17,37.445
-81.68124,37.2875
-79.4593,39.10023
-82.28279,38.16391
-80.71875,37.9208
-80.23375,39.1611
-80.27,38.98
-80.1177,38.1882
-81.4625,38.2639
-81.08506,38.0695
-82.43855,38.35806
-80.6754,38.12852
-79.55928,38.8609
-79.1347,38.44367
-80.6385,38.2845
-110.0042,44.50132
-109.7935,44.45584
-109.6824,44.49817
-109.5113,44.48134
-110.4165,46.79165
-110.5,44.58333
-111.05,41.25
-110.5,41.2
-108.9245,42.9919
